RPM_Left,RPM_Right,dist_Left_RPM,dist_Right_RPM,Pos_Left,Pos_Right,dist_Left_pos,dist_Right_pos,time_stamp
14,-16,0.48847587235652506,-0.51829981997399,14,-16,-0.5052728184523588,0.5078908123303504,0.045524897
13,-16,0.49218392257602667,-0.5228635740902996,13,-16,-0.5096361415823446,0.5122541354603362,0.054475802
13,-15,0.49633807547040615,-0.5276568274299682,13,-15,-0.5139994647123304,0.5148721293383276,0.061029597
14,-14,0.49972714442540067,-0.5310458963849628,14,-14,-0.5183627878423162,0.5183627878423163,0.046233178
15,-14,0.5041879248994955,-0.535209291494118,15,-14,-0.5218534463463048,0.522726110972302,0.056796421
14,-15,0.5072922468916483,-0.5385353507714246,14,-15,-0.5262167694762906,0.5262167694762907,0.042348702
14,-14,0.5112872341515343,-0.5425303380313106,14,-14,-0.5279620987282849,0.5314527572322737,0.054499026
14,-14,0.5149716555939863,-0.5462147594737625,14,-14,-0.5331980864842679,0.533198086484268,0.050262333
14,-15,0.5188632168694391,-0.5503842894117478,14,-15,-0.5366887449882566,0.538434074240251,0.053088104
14,-16,0.522933082890666,-0.5550355648645785,14,-16,-0.5410520681182424,0.5445427266222311,0.055520511
13,-16,0.5267310243856467,-0.5597099543968624,13,-16,-0.544542726622231,0.5471607205002226,0.055796415
13,-15,0.5300485714443546,-0.5635378933107561,13,-15,-0.5480333851262197,0.5506513790042112,0.048738832
14,-15,0.5343835867231551,-0.5681825525380424,14,-15,-0.5532693728822027,0.5558873667601942,0.059137638
14,-15,0.5384912915942663,-0.5725836648999473,14,-15,-0.5576326960121885,0.56025068989018,0.056036703
14,-15,0.5423947804288834,-0.5767659743656085,14,-15,-0.5619960191421742,0.5628686837681715,0.053250818
15,-14,0.5457663087620636,-0.5799127341432433,15,-14,-0.5654866776461629,0.5663593422721601,0.042927632
14,-14,0.5498889045729133,-0.584035329954093,14,-14,-0.5689773361501516,0.5715953300281431,0.056239843
14,-15,0.5539551463062473,-0.5883920175255223,14,-15,-0.5742133239061346,0.5750859885321318,0.055471069
14,-15,0.5580005551648016,-0.5927263841596877,14,-15,-0.5777039824101232,0.5794493116621175,0.05518687
15,-14,0.5619637767132256,-0.5964253909382168,15,-14,-0.5811946409141119,0.5829399701661062,0.050461304
14,-14,0.5659822510329167,-0.6004438652579078,14,-14,-0.5864306286700949,0.587303293296092,0.054819433
14,-15,0.5704899293749319,-0.6052735206243527,14,-15,-0.5907939518000807,0.5916666164260778,0.061493082
